angle_deg,hrp_current,hrp_original_rebuilt,abs_diff
82.0,0.826782651296,0.826782651296,0.000000000000e+00
83.0,0.824548051584,0.824548051584,1.110223024625e-16
84.0,0.832491995168,0.832491995168,3.330669073875e-16
85.0,0.835861853459,0.835861853459,1.110223024625e-16
86.0,0.837534533567,0.837534533567,1.110223024625e-16
87.0,0.854691709596,0.854691709596,0.000000000000e+00
88.0,0.864199575329,0.864199575329,1.110223024625e-16
89.0,0.876585000425,0.876585000425,2.220446049250e-16
90.0,0.880245169257,0.880245169257,1.110223024625e-16
91.0,0.886905306965,0.886905306965,1.110223024625e-16
92.0,0.897240521758,0.897240521758,0.000000000000e+00
93.0,0.905631788911,0.905631788911,4.440892098501e-16
94.0,0.903600812139,0.903600812139,2.220446049250e-16
95.0,0.901390465888,0.901390465888,2.220446049250e-16
96.0,0.901185145830,0.901185145830,3.330669073875e-16
97.0,0.908966559146,0.908966559146,3.330669073875e-16
98.0,0.907126082437,0.907126082437,3.330669073875e-16
99.0,0.904177271555,0.904177271555,2.220446049250e-16
100.0,0.904027536911,0.904027536911,1.110223024625e-16
101.0,0.899429288437,0.899429288437,0.000000000000e+00
102.0,0.899333475586,0.899333475586,1.110223024625e-16
103.0,0.895811458289,0.895811458289,2.220446049250e-16
104.0,0.902704123022,0.902704123022,4.440892098501e-16
105.0,0.902683057844,0.902683057844,5.551115123126e-16
106.0,0.901818952195,0.901818952195,3.330669073875e-16
107.0,0.903966902931,0.903966902931,3.330669073875e-16
108.0,0.899014793315,0.899014793315,2.220446049250e-16
109.0,0.900423082601,0.900423082601,1.110223024625e-16
110.0,0.904348207500,0.904348207500,3.330669073875e-16
111.0,0.904431248020,0.904431248020,2.220446049250e-16
112.0,0.898021852336,0.898021852336,0.000000000000e+00
113.0,0.905868549823,0.905868549823,0.000000000000e+00
114.0,0.902457677930,0.902457677930,1.110223024625e-16
115.0,0.895009742871,0.895009742871,0.000000000000e+00
116.0,0.893820369424,0.893820369424,0.000000000000e+00
117.0,0.882269292944,0.882269292944,1.110223024625e-16
118.0,0.877081862602,0.877081862602,0.000000000000e+00
119.0,0.873716368423,0.873716368423,2.220446049250e-16
120.0,0.873375445851,0.873375445851,0.000000000000e+00
121.0,0.865433463713,0.865433463713,1.110223024625e-16
122.0,0.848614066560,0.848614066560,1.110223024625e-16
123.0,0.853043037667,0.853043037667,1.110223024625e-16
124.0,0.849453824003,0.849453824003,1.110223024625e-16
125.0,0.837228781537,0.837228781537,3.330669073875e-16
126.0,0.835012406089,0.835012406089,1.110223024625e-16
127.0,0.833173619540,0.833173619540,0.000000000000e+00
128.0,0.837095290723,0.837095290723,2.220446049250e-16
129.0,0.830432155965,0.830432155965,0.000000000000e+00
130.0,0.826694175973,0.826694175973,0.000000000000e+00
131.0,0.842592086649,0.842592086649,1.110223024625e-16
132.0,0.842249910356,0.842249910356,1.110223024625e-16
133.0,0.838498012374,0.838498012374,2.220446049250e-16
134.0,0.847037448193,0.847037448193,1.110223024625e-16
135.0,0.834091902590,0.834091902590,2.220446049250e-16
136.0,0.839136625776,0.839136625776,2.220446049250e-16
137.0,0.839208976855,0.839208976855,1.110223024625e-16
138.0,0.851563270579,0.851563270579,3.330669073875e-16
139.0,0.853087144484,0.853087144484,1.110223024625e-16
